text,HOF,NOT
convinced the bf to get this for me now i need the bampn edition to go along with this amp the arc,0,1
there is no way to determine whether houses can ever truly die for all we know houses have two states awake and asleep,0,1
might fuck around and have to pay me in blood,1,0
 be the face of bts which means do not be rude under other artists tweets or any post that mentioned bts with them you gu,0,1
when she said the bit about liberating winterfell oh no i was going to fight this bitch better not come for sansa,0,1
 fuck that bitch,1,0
the senate president bukola saraki deputy senate president ike ekweremadu have hailed nigerian workers for playi,1,0
 fanart kong replied on tgd 2 if maybe you are tired i left this here to use kong nim it is coolthis is s,0,1
getting out the house now ,0,1
thank you holy fuck,1,0
aye bitch you better start chargin dese niggas sum bread got all dem niggas on yo close story,1,0
 arya stark will not be the poster girl for this misogynistic trashskills jobs amp hobbies that are traditionally framed as f,1,0
 i am an asshole sometimes but man my heart is big,1,0
 wyd bitch why,1,0
you are an idiot no wonder you have not proven anything in the nfl wish my niners never signed your lazy ass,1,0
i asked mum for a lift to the station in the morning and she basically told me to fuck off and hahaha,0,1
i do not think the question is who bts want to collab with its more like who wants to collab with bts uhhh like get in,0,1
 she fucking checked her nails,1,0
where can i get it,0,1
 me speeding were approximately minutes late to this damn award show jungkook ay wait there is a burger king to ur left,1,0
like why do not you all go to the auc then,0,1
you are not lying,0,1
 and that idiot is doing worse than nielsen and still you refuse to,1,0
 internets still down mobile hotspot shaky as fuck life at standstill challenged me to draw knuckles for,1,0
 judging from their outfits this was during their sxsw festival performance binhwan being their weird ass selves in the wa,1,0
 dad prayingmead alhamdulilah e rabil alameenme concerned dad arahman eraheemme  whatdad mal,0,1
not stupid,0,1
he is been in the you20 s shoes and he knows a little bit about too tell  them ,0,1
nigga said i need to come out to thug lovin,1,0
i go crazy you turn it onnnthen you are gone,0,1
i was cold bruh  my chesting game sick  that is why today my chest game sick,0,1
honestly i suck at texting amp barely read dms  people need to catch me in person ,1,0
eventually your phone realizes you are a lost because and just leaves you to your grammatically horrifying furry shit,1,0
if you are at sickkids today stop by the garden terrace between am and pm for the childrens mental health,0,1
started my day shit literally cleaning up kids poo greaaat way to start the day,1,0
 i really be tryna take 3 minute naps in the morning my alarm will go off at 35 and i am like shit ill get up at 38,0,1
i am this old ok we fucking get it you all old as fuck,1,0
 idc i am tired of people acting like america is some kind of holy place and it should be all artistsgroups biggest goal in,0,1
i mean i hate taylor swift too but i am not about to say she is copying beyonc i will say beyonc did it better tho,0,1
 barcelona liverpool messi scored two goals and in the th minute he boatenged van dijkso if you gamble go and s,0,1
 yea your ass is fat but how thicc is your love for the planet,1,0
 when you are sleeping and your alarm did not ring yet but the amount of sleep you are getting is suspicious,0,1
 do not know what this says but re fucking tweet,1,0
this scene literally made me screamed in the theatre anddd fck this is the most satisfying shit i have ever seen,1,0
this goes for anyone but if you are a mother you really need to make sure you are putting yourself at the top of th,0,1
cristiano ronaldo in club football games goals assists lionel messi in club football ga,0,1
 better to get shit done on your own cannot rely on anyone,1,0
 bitch was that pac,1,0
 incase you have been living under a rock and did not know we have years until the damage we have caused to our planet earth i,0,1
 no one ever built a great country amp economy by being weakno country or economy can r,0,1
i got the time wrong i am fucking stupid,1,0
 girls are suckers for simple shit all you got to do is give her flowers and she going to probably start crying lmfaooo,1,0
you never know the truth until it slaps you in the face,0,1
my brother really need to stop showing his ass around on instagram,1,0
 i have very few good ass friends could not ask for more all i need,1,0
 they are twerking they are twerking they are twerking they are twerking they are twerking they are twerking they are twerking they are t,0,1
 the hypocrisy of exposed by  praising the pope and demeaning the pm reflects her islamist doubl,1,0
 fuck nudes send me songs you think i would like,1,0
i need a bts concert to suck my sadness away,1,0
 i be cool but ill fuck anybody up over my momma,1,0
 ok i will post more info soon but i will be giving away a free jimin bookmark idk why i am talking in caps looola thank yo,0,1
apparently jon snow ate my ass,1,0
if you think i am spending 300 on a jonas brother concert ticket then you are absolutely fucking right,1,0
 idk why you are cappin acting like you do not be having unprotected sex with my brother if you are against abortions do not,0,1
fuck nut,1,0
 abortionban itbirth controlban itsex ed ban itguns ok look banning things never works people will always f,1,0
 i rather be single then stupid for a mf,1,0
realdonaldtrump stfu,0,1
president trump is a prick my car broke down this morning and i knew straight away he was to blame,1,0
how can you be so fucking good,1,0
and if they decide to use other markets than useu for instance either way you are fucking your,1,0
i am dead ass goin to see this aladdin remake when it come out,1,0
 get the damn getty images watermark off for me please,1,0
 well were laughing because folx firstly do not even see fat people as human or worthy of empathy tbh debate your moth,1,0
got finale i am fine with it a bit underwhelmed however the highlight was  jon finally giving ghost his p,0,1
i forgot my debit card at home and the women at the drive thru at popeyes said come back hun what a saint we need more people like that,0,1
from now on i will be referring to my own behind as americas ass and am going to start working out simply to live,1,0
 daenerys said valyrian is my mother tongue you dumb bitch season ,1,0
yes little big man  i have not heard that one in years the one i really want but i have never been ab,0,1
 we need to put obama behind bars,0,1
timi you are blocked as well,1,0
 fucking rushed and stupid compare yourself to the sopranos all you want that ending was not strategic it was lazy,1,0
 what the fuck  plz tell me these r a joke ,1,0
